crime_id,date_time,day_of_week,crime_type,location,area,area_type,lga,latitude,longitude,weather_condition,is_holiday,time_period
859131d2-bbda-4242-ad17-4fc96f7c15ea,2025-05-13 12:29:45,Tuesday,Kidnapping,Ikorodu,Ikorodu West,LCDA,Ikorodu,33.410341,-97.863503,Clear,0,Afternoon
c64ee6e3-89c5-431a-ab6c-1016cee624d0,2024-11-07 05:44:17,Thursday,Murder,Agege,Mushin,LGA,Mushin,-17.500310,150.665424,Sunny,0,Morning
44b591f7-97ac-4aa8-bb24-88a3d36357b6,2024-06-30 13:22:47,Sunday,Burglary,Ojota,Imota,LCDA,Ikorodu,34.7886035,53.847273,Cloudy,0,Afternoon
3e6dd58b-7367-428d-a1b2-94de4767d76c,2024-02-26 08:31:33,Monday,Fraud,Epe,Eti-Osa East,LCDA,Eti-Osa,-24.1003935,-133.473212,Rainy,0,Morning
561e16d1-6105-416b-ab0e-664e9c3eb2d5,2025-01-23 22:13:29,Thursday,Theft,Epe,Ojodu,LCDA,Ikeja,34.744229,125.935698,Rainy,0,Night
5ad5cf06-364d-4c87-bcd0-129d2e8d0e87,2023-07-13 07:20:23,Thursday,Theft,Yaba,Ojo,LGA,Ojo,42.689390,-5.509348,Stormy,0,Morning
b380c73a-989d-4d4a-a15c-a6664797b2c9,2025-03-01 17:00:22,Saturday,Murder,Ojota,Agboyi-Ketu,LCDA,Kosofe,-20.6490525,2.718024,Clear,0,Evening
30e912f2-f2b4-4abf-8441-aefd0299436a,2025-05-04 14:43:23,Sunday,Assault,Surulere,Lekki,LCDA,Eti-Osa,-15.839719,118.388036,Cloudy,0,Afternoon
3d85de89-c217-4429-8e20-07247d137018,2023-08-26 12:16:27,Saturday,Robbery,Surulere,Ifako-Ijaiye,LGA,Ifako-Ijaiye,-25.211479,38.199436,Clear,0,Afternoon
cafda613-72bb-412d-bda6-7785b63b4dc3,2024-12-08 10:13:27,Sunday,Murder,Surulere,Ifelodun,LCDA,Ajeromi-Ifelodun,37.8002705,166.766476,Stormy,1,Morning
3e493f43-b118-468d-a786-d50638ba8abc,2023-07-04 09:46:14,Tuesday,Theft,Yaba,Iba,LCDA,Ojo,-65.0211815,-22.033476,Sunny,0,Morning
87ea7ff5-8db0-4746-b927-99735e781fd7,2024-02-13 20:25:37,Tuesday,Burglary,Ojota,Kosofe,LGA,Kosofe,88.230411,132.220279,Sunny,0,Night
7428a656-b3ee-4d3b-9a10-412954aebd1b,2024-03-14 00:26:07,Thursday,Theft,Ikorodu,Somolu,LGA,Somolu,24.2203095,115.487561,Rainy,0,Morning
314d3441-b8a6-471f-9ee3-4dc43b048a8b,2024-01-17 10:34:52,Wednesday,Murder,Ikeja,Festac,LCDA,Amuwo-Odofin,-7.691518,-45.028679,Clear,1,Morning
2f65fafa-b0ae-4f08-831e-dbbcf36cb62b,2024-02-21 02:34:23,Wednesday,Murder,Ikorodu,Oshodi-Isolo,LGA,Oshodi-Isolo,-57.9072685,107.689772,Rainy,0,Morning
fa02eaec-96ef-4ad6-b97e-670346c8adfe,2023-11-16 18:54:56,Thursday,Fraud,Victoria Island,Iba,LCDA,Ojo,-31.9146905,79.952136,Clear,0,Evening
d52721e7-19bc-443e-bb02-bebb48729a4d,2025-01-31 11:38:07,Friday,Burglary,Surulere,Akinyele,LCDA,Alimosho,50.831137,140.399589,Clear,0,Morning
039f3a25-4d61-48bd-adef-e1935c62b3a2,2023-11-18 18:56:49,Saturday,Theft,Lekki,Ojokoro,LCDA,Ifako-Ijaiye,-10.476946,-57.870905,Sunny,0,Evening
0df56ac6-f96b-448a-8ba6-eab94639447b,2024-12-21 22:45:15,Saturday,Kidnapping,Victoria Island,Ikorodu West,LCDA,Ikorodu,53.380797,-112.041291,Stormy,0,Night
7daa39f0-c0b6-4ce2-9e53-790aa34b6cf6,2024-08-23 19:41:30,Friday,Burglary,Epe,Iru-Victoria Island,LCDA,Eti-Osa,-11.5801675,-112.204216,Stormy,0,Evening
70c2903f-7a8d-43aa-b82a-65e048ca7651,2023-09-08 16:42:19,Friday,Theft,Victoria Island,Eti-Osa East,LCDA,Eti-Osa,-86.707532,128.198383,Rainy,0,Afternoon
7a4c75d4-dc99-404c-b0e9-8b3b40a26c60,2024-03-11 15:33:07,Monday,Murder,Epe,Eti-Osa East,LCDA,Eti-Osa,-40.5102545,-152.417333,Cloudy,0,Afternoon
a1235a8c-93b7-4886-92f7-0c977de31a51,2023-09-17 15:04:17,Sunday,Murder,Surulere,Yaba,LCDA,Lagos Mainland,-72.459506,35.128168,Cloudy,0,Afternoon
f2f9e5fa-9016-4161-8fa7-01cd2631d00b,2024-12-05 04:42:27,Thursday,Kidnapping,Victoria Island,Igando-Ikotun,LCDA,Alimosho,-75.609424,-98.542182,Rainy,0,Morning
6a8a616f-c3b2-40d0-8edd-dfcd1e52d770,2024-02-12 00:14:15,Monday,Assault,Epe,Apapa,LGA,Apapa,-67.134426,-46.753496,Cloudy,0,Morning
61607459-85c7-404b-8693-da1139c6a1ca,2024-10-03 22:54:47,Thursday,Fraud,Agege,Agboyi-Ketu,LCDA,Kosofe,70.0215815,152.010824,Cloudy,0,Night
6dc7cac7-fd72-4050-96a9-954fdc33e1f9,2024-06-04 22:31:52,Tuesday,Assault,Yaba,Ibeju-Lekki,LGA,Ibeju-Lekki,28.8420145,-20.359755,Rainy,0,Night
bd767e35-f5c9-4047-9c10-c5720f6b40d0,2024-02-13 05:02:00,Tuesday,Theft,Ikorodu,Mosan-Okunola,LCDA,Alimosho,62.640310,153.411505,Rainy,0,Morning
14c8b3b4-a911-4192-83bf-d9313605bf54,2023-09-06 02:10:51,Wednesday,Burglary,Surulere,Apapa,LGA,Apapa,-34.2223595,155.820825,Sunny,0,Morning
00af5b3a-2812-459a-9337-739e8d4f5d27,2023-10-21 00:05:22,Saturday,Burglary,Ajah,Ikorodu North,LCDA,Ikorodu,-25.6116815,-86.684561,Sunny,0,Morning
3b4206c5-085b-45fb-8a8f-f810784c2f29,2024-05-03 07:39:09,Friday,Burglary,Ikeja,Mushin,LGA,Mushin,30.9311665,138.799956,Sunny,0,Morning
ec856f37-3bc1-4987-aff8-754d1238d630,2024-01-30 18:59:50,Tuesday,Murder,Ojota,Mosan-Okunola,LCDA,Alimosho,-14.108365,63.756212,Clear,0,Evening
32a447b2-ef04-457d-8dcc-c33aa9434aa0,2024-01-12 11:59:19,Friday,Robbery,Ojota,Coker-Aguda,LCDA,Surulere,77.7877305,136.640873,Sunny,0,Morning
e88da719-2624-4b40-a5cb-63a2398d1ca6,2024-05-16 05:29:52,Thursday,Murder,Ajah,Surulere,LGA,Surulere,-59.189972,112.359702,Sunny,0,Morning
4ebfa5c3-cae9-44a7-aa79-ea680f44704f,2024-01-13 08:04:52,Saturday,Murder,Ikorodu,Ikorodu North,LCDA,Ikorodu,-51.8187375,-141.662135,Stormy,0,Morning
b04d3376-77fc-4703-9fd5-a423706c5c56,2024-09-25 04:45:28,Wednesday,Burglary,Ojota,Festac,LCDA,Amuwo-Odofin,62.7953525,-25.053369,Rainy,0,Morning
7010f719-7e69-4d0d-8a3c-3b5e801ef1da,2024-02-12 05:00:13,Monday,Burglary,Surulere,Lagos Mainland,LGA,Lagos Mainland,18.0475575,-33.838940,Sunny,0,Morning
5283aac7-bc0a-4a5d-ae99-6e3ee3b137fc,2023-08-22 11:52:40,Tuesday,Theft,Ikeja,Coker-Aguda,LCDA,Surulere,70.534244,-158.599905,Cloudy,1,Morning
ac9ed156-f63f-4e41-ba9a-ca5e176132ed,2024-10-01 22:22:15,Tuesday,Murder,Ikorodu,Olorunda,LCDA,Badagry,-22.7923775,-166.113890,Rainy,0,Night
c3c75611-ffe3-4a49-854f-92fff366bad4,2025-03-31 07:43:51,Monday,Fraud,Epe,Ibeju-Lekki,LGA,Ibeju-Lekki,64.4038345,135.209223,Stormy,0,Morning
2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,2024-11-24 04:34:12,Sunday,Fraud,Ikeja,Ejigbo,LCDA,Oshodi-Isolo,-17.6536855,129.370245,Stormy,0,Morning
2e76128b-4735-44f9-aa83-bf007135f221,2024-06-20 11:06:14,Thursday,Assault,Ikeja,Badagry,LGA,Badagry,49.3082945,169.776495,Sunny,1,Morning
175ba98d-f814-4102-bde1-bdfed0725b5c,2024-09-17 15:40:05,Tuesday,Kidnapping,Epe,Ikorodu,LGA,Ikorodu,27.006984,160.797448,Clear,0,Afternoon
1ac70ec0-ab8d-4eb4-9230-dfbd5553b2fe,2024-06-20 01:57:42,Thursday,Burglary,Ikorodu,Agbado/Oke-Odo,LCDA,Alimosho,3.405085,39.230215,Rainy,0,Morning
49c8a43f-7ed7-4ed7-b194-990b6961929e,2025-04-17 05:38:12,Thursday,Kidnapping,Ajah,Agboyi-Ketu,LCDA,Kosofe,-46.828907,-2.938005,Sunny,0,Morning
50843242-168b-4625-b46f-78910964fbbf,2024-11-16 15:47:07,Saturday,Burglary,Ikorodu,Lagos Island,LGA,Lagos Island,17.495582,115.330870,Clear,0,Afternoon
dd6ac7b8-6778-443b-85c5-b37af85e06a1,2024-01-03 01:23:19,Wednesday,Robbery,Ikeja,Oriade,LCDA,Amuwo-Odofin,-3.221854,-117.765066,Stormy,0,Morning
69ca97d2-7644-44fd-8ae7-69edde8ede0b,2024-07-24 17:06:08,Wednesday,Murder,Ajah,Oshodi-Isolo,LGA,Oshodi-Isolo,-89.6910135,173.078729,Clear,0,Evening
7f9d3e64-c1a6-423b-9f64-eeed5c9d927d,2023-08-02 02:46:13,Wednesday,Assault,Ikeja,Orile-Agege,LCDA,Agege,-39.646195,98.335031,Clear,0,Morning
218a1536-8c99-4894-845d-cc38341c6494,2024-10-18 18:47:49,Friday,Fraud,Surulere,Yaba,LCDA,Lagos Mainland,28.6594645,-152.291137,Clear,0,Evening
1f15c7b6-7c16-428d-b2c0-8394e17f29e1,2025-06-10 13:24:24,Tuesday,Burglary,Lekki,Somolu,LGA,Somolu,-12.6827645,55.211784,Rainy,0,Afternoon
288b78b5-b5b4-43ca-bd42-993ccc9fd334,2023-07-13 10:29:54,Thursday,Burglary,Yaba,Ikosi-Isheri,LCDA,Kosofe,79.120316,146.885486,Rainy,1,Morning
3985fb62-17dc-4eff-a872-13f98d605936,2024-02-17 09:08:07,Saturday,Assault,Agege,Oto-Awori,LCDA,Ojo,57.8647215,-172.658578,Cloudy,0,Morning
d50755d9-a5d0-4d53-9e12-42e3f27292b6,2025-04-04 13:16:18,Friday,Murder,Ojota,Imota,LCDA,Ikorodu,-59.5430125,67.737949,Clear,0,Afternoon
6a5d932b-45ff-4c83-b495-db4e82456fb4,2023-10-18 14:33:46,Wednesday,Fraud,Lekki,Surulere,LGA,Surulere,43.7816555,-23.308019,Clear,0,Afternoon
25074181-8d1f-4540-b4ef-f5453e652603,2025-03-30 08:42:54,Sunday,Theft,Ikeja,Surulere,LGA,Surulere,39.5199935,73.521065,Stormy,0,Morning
22f235f2-e11b-468d-bf0d-073d821c1336,2024-04-13 22:53:40,Saturday,Robbery,Ikorodu,Ejigbo,LCDA,Oshodi-Isolo,-38.833419,141.788396,Rainy,0,Night
6a39aaa6-daba-450d-8a3d-d859c5ce099c,2025-04-22 02:57:45,Tuesday,Robbery,Ojota,Mosan-Okunola,LCDA,Alimosho,-71.260499,-31.690805,Rainy,0,Morning
b9de7a3a-4868-42b9-80a8-1de9d20f87d0,2024-03-11 00:04:00,Monday,Murder,Agege,Akinyele,LCDA,Alimosho,46.294795,-36.562771,Stormy,0,Morning
dd81b7f5-7d59-41c6-a8f1-e091ffb8102d,2024-02-07 21:49:02,Wednesday,Murder,Yaba,Ojodu,LCDA,Ikeja,67.5548945,131.343993,Stormy,0,Night
8d4a75b8-551a-48ea-985a-0afa7bfdcc12,2023-10-14 10:21:08,Saturday,Burglary,Ikeja,Ayobo-Ipaja,LCDA,Alimosho,29.8691535,109.148246,Stormy,0,Morning
de9e3757-5260-401e-aecf-67d2749176f4,2025-02-02 13:18:37,Sunday,Theft,Ajah,Apapa,LGA,Apapa,55.8758975,22.513106,Stormy,0,Afternoon
c68a152f-db23-4a8c-bbca-bf85620a60ac,2023-11-14 13:04:05,Tuesday,Murder,Ajah,Agege,LGA,Agege,-25.896125,126.981523,Sunny,0,Afternoon
e9d68f23-b489-4070-b914-f8a8bea4ff31,2024-05-05 01:44:09,Sunday,Kidnapping,Epe,Epe,LGA,Epe,-78.2835175,-9.180385,Sunny,0,Morning
d21c82f8-cada-4f80-a9e7-82d4fd08b32c,2025-03-12 06:05:28,Wednesday,Burglary,Epe,Odi-Olowo/Ojuwoye,LCDA,Mushin,12.335957,27.274450,Rainy,0,Morning
80962718-2051-4cef-897a-1e10f6febc0e,2024-11-08 10:50:53,Friday,Theft,Lekki,Olorunda,LCDA,Badagry,-49.1695395,85.927541,Stormy,0,Morning
1986b4b2-70b7-4868-9854-80f0dfcaf0b7,2024-09-21 10:05:37,Saturday,Murder,Agege,Iru-Victoria Island,LCDA,Eti-Osa,-0.880851,-126.117168,Stormy,0,Morning
def57689-68f4-4bce-a4e7-5e8eb8f21423,2024-08-02 12:46:18,Friday,Murder,Epe,Iba,LCDA,Ojo,32.655697,-171.760321,Sunny,0,Afternoon
43d88870-f81d-4aa1-8812-0a8e78308930,2024-11-10 14:20:29,Sunday,Murder,Ojota,Lagos Mainland,LGA,Lagos Mainland,-48.5639755,-139.826889,Cloudy,0,Afternoon
541cdfcd-da0d-4a5f-948f-8b74a65bb1f2,2024-03-09 23:34:18,Saturday,Kidnapping,Surulere,Yaba,LCDA,Lagos Mainland,77.304921,33.397234,Clear,0,Night
b7fddd71-a075-4927-9110-b492f4427e0b,2025-04-13 01:07:37,Sunday,Fraud,Epe,Somolu,LGA,Somolu,53.243149,24.015990,Sunny,0,Morning
3c19e71d-1184-45ad-9e11-d2cd0930aef6,2025-05-10 07:23:20,Saturday,Kidnapping,Ojota,Lagos Island East,LCDA,Lagos Island,40.982404,110.455761,Sunny,0,Morning
fa745761-6f18-4108-9723-199dbf2c14a0,2024-10-23 06:01:37,Wednesday,Assault,Ikeja,Igando-Ikotun,LCDA,Alimosho,-12.8572865,-57.869234,Cloudy,0,Morning
4ca9cf07-b1aa-4f6a-aa96-e1e27194eae2,2023-09-05 11:26:45,Tuesday,Murder,Epe,Mushin,LGA,Mushin,80.1203865,-126.040587,Cloudy,0,Morning
4b1a269b-0e5d-4462-8bd0-0ef2530a37df,2025-05-22 17:22:41,Thursday,Fraud,Agege,Agboyi-Ketu,LCDA,Kosofe,-82.2295305,-155.308788,Cloudy,0,Evening
697c3923-87fa-441a-be83-b91f25440fe0,2024-03-25 10:34:26,Monday,Fraud,Agege,Ikorodu West,LCDA,Ikorodu,10.6206385,51.223208,Clear,0,Morning
deef580f-9c07-4751-9437-45092cd1586a,2024-09-02 13:59:48,Monday,Theft,Surulere,Badagry,LGA,Badagry,-41.666347,-88.740724,Rainy,0,Afternoon
24a35cf2-9549-4931-a9af-299d7f671eec,2024-04-13 03:28:32,Saturday,Murder,Ikorodu,Igando-Ikotun,LCDA,Alimosho,76.3522345,-50.705490,Stormy,0,Morning
aab612c9-415d-474a-b5a6-69814104a8b5,2023-12-18 08:38:21,Monday,Theft,Surulere,Mosan-Okunola,LCDA,Alimosho,33.7889875,162.472440,Sunny,0,Morning
12e89d10-2871-4733-8bed-db12ad77e82f,2023-06-28 07:30:49,Wednesday,Robbery,Epe,Eti-Osa East,LCDA,Eti-Osa,34.890469,-25.578927,Clear,0,Morning
6c9f82b9-f647-4986-a391-7c994c955f6a,2024-05-29 02:46:22,Wednesday,Theft,Agege,Oshodi-Isolo,LGA,Oshodi-Isolo,2.7620645,135.450156,Sunny,0,Morning
ffd6f232-32ff-4294-8d57-d880d865d69a,2024-12-08 04:42:34,Sunday,Kidnapping,Surulere,Surulere,LGA,Surulere,-22.864769,65.261856,Stormy,0,Morning
5be4bf51-9269-4698-a1a1-17293cb98350,2024-04-14 19:32:05,Sunday,Kidnapping,Epe,Ikorodu West,LCDA,Ikorodu,39.710176,-122.740961,Stormy,0,Evening
a881bfd3-d47d-477b-ba5a-91ca059dd55d,2024-09-09 11:36:14,Monday,Kidnapping,Ikorodu,Oriade,LCDA,Amuwo-Odofin,-10.5773605,-21.499194,Stormy,0,Morning
c73f6e1b-af90-4e3c-9d75-0e9890e0b95f,2024-04-23 10:41:12,Tuesday,Kidnapping,Ajah,Mosan-Okunola,LCDA,Alimosho,-16.319733,-175.652438,Sunny,0,Morning
e776b886-d534-4e1d-bf29-84f5bec39a37,2025-01-19 09:57:58,Sunday,Robbery,Agege,Lagos Island,LGA,Lagos Island,-76.834786,145.562007,Rainy,1,Morning
3810ae66-5a31-44cc-8d4b-69a99b689c88,2025-05-22 08:15:35,Thursday,Theft,Surulere,Agbado/Oke-Odo,LCDA,Alimosho,-13.1753425,-56.456129,Clear,0,Morning
b88ec318-c16d-43ed-ad81-f8bd402913ec,2024-10-27 11:45:01,Sunday,Assault,Victoria Island,Orile-Agege,LCDA,Agege,-38.9618325,153.338407,Rainy,0,Morning
a0a11839-e745-4704-98df-bc3ca0d4de3d,2025-02-06 03:01:30,Thursday,Kidnapping,Surulere,Oriade,LCDA,Amuwo-Odofin,86.947696,-106.567208,Sunny,0,Morning
945ef2e4-088a-43ec-b0d9-c9f8c9e26074,2024-11-04 00:59:43,Monday,Fraud,Ojota,Orile-Agege,LCDA,Agege,-79.4175825,-14.142924,Stormy,0,Morning
bf5ae7e6-53a3-4d5a-8b8c-5bdce8dd5e5a,2024-03-30 09:50:21,Saturday,Kidnapping,Agege,Epe,LGA,Epe,-54.7244115,-131.610014,Rainy,0,Morning
e05fb8bc-8a16-406c-8958-e75e21d53971,2024-05-08 17:52:19,Wednesday,Kidnapping,Surulere,Bariga,LCDA,Somolu,-42.851977,-72.199114,Rainy,0,Evening
2a1f955a-d499-4a99-85c4-5a3ee9da484a,2024-03-31 04:24:42,Sunday,Assault,Ikeja,Odi-Olowo/Ojuwoye,LCDA,Mushin,52.4995995,89.399011,Stormy,0,Morning
cde22f1c-56b6-4afc-9ed2-55d0bf1e8366,2024-01-06 14:36:09,Saturday,Fraud,Agege,Alimosho,LGA,Alimosho,39.3450415,-21.547142,Clear,0,Afternoon
39c1e262-f76c-4ede-8110-12662408a6dc,2023-09-18 11:15:07,Monday,Theft,Agege,Mosan-Okunola,LCDA,Alimosho,35.716748,-139.573963,Rainy,0,Morning
6502d6a2-ca6a-4224-971e-16cc5da36f1b,2025-04-19 02:30:57,Saturday,Fraud,Epe,Epe,LGA,Epe,16.679335,119.204934,Clear,0,Morning
ac3e7b0d-5e5b-413d-b46c-db771fa382e8,2023-07-01 19:47:44,Saturday,Burglary,Agege,Ifelodun,LCDA,Ajeromi-Ifelodun,-19.009941,108.070067,Sunny,0,Evening
f0b6f83f-a377-46f1-9289-f0ab618ae305,2025-01-22 18:55:16,Wednesday,Kidnapping,Ajah,Ikorodu,LGA,Ikorodu,-19.6265825,133.833311,Clear,0,Evening
e25d36eb-9e9a-4f83-8668-03ee78b2b549,2024-04-04 13:06:13,Thursday,Burglary,Epe,Eti-Osa,LGA,Eti-Osa,-60.916065,-54.467821,Clear,0,Afternoon
a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,2024-08-30 01:43:30,Friday,Theft,Epe,Apapa,LGA,Apapa,-1.9514855,147.535387,Stormy,1,Morning
23c86d30-1dde-4969-a886-13dba6348e78,2025-03-21 22:06:35,Friday,Murder,Ikeja,Ifako-Ijaiye,LGA,Ifako-Ijaiye,34.625866,-17.762888,Rainy,1,Night
18e19331-1dba-4267-be1c-a5a1fef518a6,2023-07-26 05:39:31,Wednesday,Assault,Ojota,Surulere,LGA,Surulere,-80.0109455,-16.595512,Clear,1,Morning
aba4fc03-5efa-4c5b-b421-ff46637e4b01,2023-12-20 09:19:22,Wednesday,Fraud,Yaba,Ikorodu West,LCDA,Ikorodu,54.296568,-107.165919,Sunny,0,Morning
278ed00d-ba02-46ef-be05-5787965befdf,2025-01-18 05:28:08,Saturday,Assault,Ojota,Ojodu,LCDA,Ikeja,55.0068185,45.016962,Stormy,0,Morning
9d9b6231-7d45-48ef-956c-e8ea19597b5a,2025-05-08 17:38:32,Thursday,Burglary,Victoria Island,Coker-Aguda,LCDA,Surulere,21.3697175,171.608518,Sunny,1,Evening
71818dcf-379e-4c6e-9edb-0d3cb0b63bcf,2024-05-03 00:09:52,Friday,Burglary,Agege,Otun-Akute,LCDA,Alimosho,-14.9078265,-162.435578,Stormy,0,Morning
5e09a9ee-af88-4dec-bb1e-143b196f4dfa,2024-05-31 10:03:52,Friday,Robbery,Agege,Ikosi-Isheri,LCDA,Kosofe,-26.6189965,14.715587,Stormy,1,Morning
30974b2b-46a0-4a9b-a5ec-7acd0f8035f5,2024-08-16 21:54:44,Friday,Murder,Ojota,Oriade,LCDA,Amuwo-Odofin,83.094378,12.561555,Clear,1,Night
a3b5cece-a446-4e72-b64c-911aa9ab364a,2023-09-23 21:33:18,Saturday,Kidnapping,Surulere,Isolo,LCDA,Oshodi-Isolo,32.0622655,-130.783207,Rainy,0,Night
fd235def-3e5a-47e3-9560-db22c96b5edb,2024-09-26 19:56:25,Thursday,Assault,Yaba,Ikeja,LGA,Ikeja,-84.2669015,-152.845869,Rainy,0,Evening
8de08fc2-c3e1-4a85-946e-f10411906f50,2023-09-26 19:43:27,Tuesday,Robbery,Victoria Island,Apapa,LGA,Apapa,61.5527465,-69.831096,Rainy,0,Evening
541c7a86-3ba5-4d2f-9ea4-5c19d0243d72,2023-11-28 22:01:34,Tuesday,Burglary,Ikorodu,Eti-Osa East,LCDA,Eti-Osa,67.4060115,-64.062001,Stormy,0,Night
fbe94499-dbc0-40fd-86fb-7bf300b9d4a3,2025-02-11 11:36:34,Tuesday,Kidnapping,Agege,Alimosho,LGA,Alimosho,-50.391228,139.965205,Rainy,0,Morning
1c24220e-2cab-47e7-8c6b-66e5402adf9c,2023-10-11 09:30:44,Wednesday,Robbery,Agege,Mosan-Okunola,LCDA,Alimosho,-55.105503,110.025967,Sunny,0,Morning
c9d6a63b-ca3c-4f5f-9bb5-c40c03cde2e3,2024-11-15 11:20:26,Friday,Theft,Surulere,Lagos Island,LGA,Lagos Island,-83.079693,-109.238680,Stormy,0,Morning
0d6a05b3-43ef-4016-ac9b-662e040a3aae,2023-12-22 19:41:58,Friday,Fraud,Surulere,Eredo,LCDA,Epe,68.0690025,-6.176517,Clear,1,Evening
79eb4168-1045-46e5-bee3-eb791d181ee9,2023-09-27 11:17:00,Wednesday,Kidnapping,Surulere,Itire-Ikate,LCDA,Surulere,23.0007395,102.440017,Rainy,0,Morning
80fb9296-73b6-409b-9bea-f6ac97fa7f04,2024-06-03 04:47:19,Monday,Assault,Lekki,Apapa,LGA,Apapa,7.184097,95.542528,Clear,0,Morning
ddf275eb-e8a3-4341-8881-9065ba2c98ce,2023-12-10 02:19:11,Sunday,Kidnapping,Agege,Imota,LCDA,Ikorodu,75.1164855,-156.718575,Stormy,0,Morning
07f97d05-f6ca-4b8b-a4b1-f99175424646,2024-11-13 19:10:35,Wednesday,Theft,Epe,Eti-Osa,LGA,Eti-Osa,49.975995,-18.063449,Sunny,0,Evening
7d824264-1ba3-42e7-afa4-15e56d204496,2023-08-07 06:12:02,Monday,Kidnapping,Agege,Mosan-Okunola,LCDA,Alimosho,38.5757265,35.616622,Sunny,1,Morning
9bb96155-5275-4b94-94ae-af5ce63658c9,2024-12-25 08:27:21,Wednesday,Burglary,Victoria Island,Ikorodu North,LCDA,Ikorodu,29.067856,-140.544975,Sunny,0,Morning
95da75c1-a211-40f9-9fd3-4579466772ce,2023-10-14 05:28:33,Saturday,Burglary,Yaba,Imota,LCDA,Ikorodu,-72.368559,-112.251407,Clear,0,Morning
4b7e6b3c-87d2-42a6-98ee-ac2bfe9fecaa,2024-08-19 22:26:16,Monday,Robbery,Ajah,Imota,LCDA,Ikorodu,-2.708697,24.496488,Cloudy,0,Night
b3a7d0e0-cb08-487d-9963-c26d6e218b09,2024-06-07 10:12:05,Friday,Fraud,Yaba,Oshodi-Isolo,LGA,Oshodi-Isolo,45.7078335,145.036034,Stormy,0,Morning
b888f6ed-8d24-4e3e-84da-bddbe0b15aba,2023-09-17 21:09:57,Sunday,Fraud,Ikeja,Orile-Agege,LCDA,Agege,85.748171,169.458220,Cloudy,0,Night
69efafb1-3a7e-4e14-a359-eee173991a47,2025-04-23 06:16:45,Wednesday,Burglary,Ikeja,Orile-Agege,LCDA,Agege,-32.280186,50.892040,Rainy,0,Morning
50032b35-1857-4baf-bac7-e2b96a7e4c36,2024-03-10 06:28:34,Sunday,Kidnapping,Victoria Island,Itire-Ikate,LCDA,Surulere,31.7351845,34.066637,Sunny,0,Morning
2713582c-f41e-43ac-9fd2-31094140752c,2024-05-17 11:47:26,Friday,Theft,Lekki,Ikoyi-Obalende,LCDA,Eti-Osa,-6.1075925,177.077067,Sunny,0,Morning
17dded81-15da-405c-94ef-00aa175a81ec,2024-12-05 11:36:18,Thursday,Kidnapping,Epe,Badagry,LGA,Badagry,37.310317,-143.958078,Sunny,0,Morning
0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,2024-05-21 11:05:41,Tuesday,Theft,Ikorodu,Agboyi-Ketu,LCDA,Kosofe,-64.078684,20.063257,Cloudy,0,Morning
692ac139-1f4a-4ca1-ab85-fd595463adc7,2024-09-18 12:50:04,Wednesday,Kidnapping,Yaba,Akinyele,LCDA,Alimosho,60.749705,121.551469,Rainy,0,Afternoon
0d2b91ef-b897-4ec5-aa74-bb18de3b496f,2024-03-21 15:52:44,Thursday,Kidnapping,Ikorodu,Mosan-Okunola,LCDA,Alimosho,88.6009855,47.062494,Sunny,1,Afternoon
81e5c9f6-93f2-47cc-9a85-910d5a057c11,2024-01-30 10:08:01,Tuesday,Robbery,Ikorodu,Onigbongbo,LCDA,Ikeja,71.171357,-12.255274,Stormy,0,Morning
1bb43332-d8e7-412f-b968-1c817b70c3b8,2023-12-03 06:04:18,Sunday,Kidnapping,Epe,Badagry,LGA,Badagry,-48.4649355,172.582616,Cloudy,0,Morning
92f837d4-4750-4f1d-833a-1f6c1d691fba,2024-03-18 22:55:51,Monday,Murder,Ajah,Eti-Osa,LGA,Eti-Osa,59.321376,17.332836,Sunny,0,Night
9f294a8b-d184-4c39-8476-7556f97be2dd,2023-12-13 16:14:38,Wednesday,Theft,Victoria Island,Onigbongbo,LCDA,Ikeja,25.1889845,121.166165,Clear,0,Afternoon
a867a096-edd8-47c8-9be7-173706b89231,2024-10-09 14:10:04,Wednesday,Robbery,Victoria Island,Iba,LCDA,Ojo,82.5232425,118.897383,Sunny,0,Afternoon
c32d4526-b3e4-410a-85f5-0c522e2fbf77,2025-03-26 06:36:10,Wednesday,Fraud,Surulere,Ijede,LCDA,Ikorodu,-18.207548,-164.455878,Cloudy,0,Morning
24ac2130-deaf-428d-ae70-983801902620,2024-02-16 00:13:30,Friday,Murder,Epe,Isolo,LCDA,Oshodi-Isolo,1.2209875,8.454266,Sunny,0,Morning
a2178f84-bdb0-45ff-a451-e5a411d059b2,2024-09-02 21:19:24,Monday,Fraud,Ikeja,Mushin,LGA,Mushin,86.454606,35.169459,Cloudy,0,Night
74222167-6b7a-4460-a04e-46cb3712f2d1,2023-07-14 19:49:22,Friday,Theft,Lekki,Ojo,LGA,Ojo,-65.3689845,104.800724,Sunny,0,Evening
c6deb2f0-530a-41c7-b8ba-83684fc77768,2024-03-11 19:05:41,Monday,Theft,Epe,Eti-Osa,LGA,Eti-Osa,-47.745770,18.670740,Clear,0,Evening
